Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
8275,Iniciando em programação,livros,77.57,5.0187843131,2020-08-27T00:00:00.000,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
8276,Mochila,esporte e lazer,129.47,4.4783270684,2021-08-27T00:00:00.000,Camila Ribeiro,GO,1,cartao_credito,1,-15.98,-49.86
8277,Smartwatch,eletronicos,207.51,8.6337222925,2021-08-27T00:00:00.000,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
8278,Bicicleta,esporte e lazer,863.14,46.8480235014,2021-08-27T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
8279,Bola de vôlei,esporte e lazer,72.05,7.0002620673,2021-08-27T00:00:00.000,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
8280,Poltrona,moveis,277.82,16.4458735575,2021-08-27T00:00:00.000,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
8281,Kit banquetas,moveis,394.1,21.8730545631,2021-08-27T00:00:00.000,Pedro Gomes,RJ,1,boleto,1,-22.25,-42.66
8282,Jogo de panelas,utilidades domesticas,185.46,10.1583129702,2021-08-27T00:00:00.000,Isabella Pereira,RS,5,cartao_credito,4,-30.17,-53.5
8283,Ciência de dados com python,livros,82.73,1.9895626811,2021-08-27T00:00:00.000,Bianca Santos,SP,5,cartao_debito,1,-22.19,-48.79
8284,Guarda roupas,moveis,608.04,32.9074052953,2021-08-27T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,10,-22.19,-48.79
8285,Secadora de roupas,eletrodomesticos,1325.53,68.164923837,2021-08-27T00:00:00.000,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
8286,Impressora,eletronicos,445.57,24.0083879543,2021-08-27T00:00:00.000,Mariana Ferreira,BA,2,cartao_credito,5,-13.29,-41.71
8287,Mesa de jantar,moveis,411.31,22.1841460222,2021-08-27T00:00:00.000,Juliana Costa,PR,1,cartao_credito,4,-24.89,-51.55
8288,Dashboards com Power BI,livros,54.86,0,2021-08-27T00:00:00.000,Bruno Rodrigues,PR,4,boleto,1,-24.89,-51.55
8289,Mesa de centro,moveis,154.98,8.7784837471,2022-08-27T00:00:00.000,Isabella Pereira,RS,5,cartao_credito,1,-30.17,-53.5
8290,Cama box,moveis,452.57,24.3811168955,2022-08-27T00:00:00.000,Felipe Santos,RJ,5,cartao_credito,8,-22.25,-42.66
8291,Poltrona,moveis,327.12,23.6600912776,2022-08-27T00:00:00.000,Pedro Gomes,DF,5,cartao_credito,2,-15.83,-47.86
8292,Headset,eletronicos,176.32,6.9729486246,2022-08-27T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
8293,Dashboards com Power BI,livros,55.86,0,2022-08-27T00:00:00.000,Isabella Pereira,MA,1,cartao_credito,1,-5.42,-45.44
8294,Cômoda,moveis,377,20.362892644,2022-08-27T00:00:00.000,João Souza,SP,3,cartao_credito,2,-22.19,-48.79
8295,Faqueiro,utilidades domesticas,78.08,1.7419641702,2022-08-27T00:00:00.000,Camila Ribeiro,PR,5,cartao_credito,1,-24.89,-51.55
8296,Cadeira de escritório,moveis,491.5,32.4128317562,2022-08-27T00:00:00.000,Camila Ribeiro,RS,4,boleto,1,-30.17,-53.5
8297,Carrinho controle remoto,brinquedos,107.76,7.137011161,2022-08-27T00:00:00.000,Mariana Ferreira,ES,5,cartao_credito,2,-19.19,-40.34
8298,Bicicleta,esporte e lazer,873.62,44.1020758648,2022-08-27T00:00:00.000,Larissa Alves,BA,1,cartao_credito,2,-13.29,-41.71
8299,Guarda roupas,moveis,693.29,37.1987327125,2020-09-27T00:00:00.000,Isabella Pereira,MA,5,cartao_credito,4,-5.42,-45.44
8300,Faqueiro,utilidades domesticas,73.5,5.3127692289,2020-09-27T00:00:00.000,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
8301,Assistente virtual,eletronicos,289,12.9728196377,2020-09-27T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
8302,Boneca bebê,brinquedos,51.1,3.0096980828,2020-09-27T00:00:00.000,Larissa Alves,PA,5,cartao_credito,1,-3.79,-52.48
8303,Copo térmico,esporte e lazer,85.04,2.1125632317,2020-09-27T00:00:00.000,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
8304,Bola de vôlei,esporte e lazer,67.97,1.2036370852,2020-09-27T00:00:00.000,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
8305,Cômoda,moveis,349.09,18.8711182051,2020-09-27T00:00:00.000,João Souza,SP,5,boleto,1,-22.19,-48.79
8306,Headset,eletronicos,245.89,13.3816795758,2020-09-27T00:00:00.000,Bruno Rodrigues,RS,5,cartao_credito,1,-30.17,-53.5
8307,Bola de basquete,esporte e lazer,38.22,2.3182259275,2020-09-27T00:00:00.000,João Souza,MG,5,boleto,1,-18.1,-44.38
8308,Cadeira de escritório,moveis,595.89,29.3137888887,2020-09-27T00:00:00.000,Felipe Santos,SC,5,boleto,1,-27.45,-50.95
8309,Cadeira de escritório,moveis,402.45,27.8088661331,2020-09-27T00:00:00.000,Lucas Oliveira,DF,1,cartao_credito,8,-15.83,-47.86
8310,Cama box,moveis,417.83,19.8326295651,2021-09-27T00:00:00.000,João Souza,MT,5,cartao_credito,2,-12.64,-55.42
8311,Copo térmico,esporte e lazer,75.16,10.3816582536,2021-09-27T00:00:00.000,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
8312,Fone de ouvido,eletronicos,118.66,3.9027270892,2021-09-27T00:00:00.000,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
8313,Dashboards com Power BI,livros,48.83,3.1311551248,2021-09-27T00:00:00.000,Camila Ribeiro,SP,1,cartao_credito,6,-22.19,-48.79
8314,TV Led UHD 4K,eletronicos,2229.02,116.2730482744,2021-09-27T00:00:00.000,Rafael Costa,SP,5,cartao_credito,10,-22.19,-48.79
8315,Cama king,moveis,583.21,42.7002061725,2021-09-27T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
8316,Lavadora de roupas,eletrodomesticos,1678.73,92.5511385252,2021-09-27T00:00:00.000,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
8317,Blocos de montar,brinquedos,53.67,0,2021-09-27T00:00:00.000,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
8318,Impressora,eletronicos,470.32,22.627564154,2021-09-27T00:00:00.000,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
8319,Faqueiro,utilidades domesticas,46.16,2.7410070408,2021-09-27T00:00:00.000,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
8320,Pandeiro,instrumentos musicais,42.86,0,2021-09-27T00:00:00.000,Thiago Silva,GO,5,cartao_credito,1,-15.98,-49.86
8321,Geladeira,eletrodomesticos,3265.44,174.157982147,2021-09-27T00:00:00.000,Lucas Oliveira,SP,4,cartao_credito,4,-22.19,-48.79
8322,Micro-ondas,eletrodomesticos,1063.85,57.1779165349,2022-09-27T00:00:00.000,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
8323,Bicicleta,esporte e lazer,415.16,22.3947978433,2022-09-27T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
8324,Assistente virtual,eletronicos,348.57,19.9594192073,2022-09-27T00:00:00.000,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
8325,Panela de pressão,utilidades domesticas,104.39,6.0895579779,2022-09-27T00:00:00.000,Mariana Ferreira,PR,5,cartao_credito,10,-24.89,-51.55
8326,Smart TV,eletronicos,1672.23,86.6256558235,2020-10-27T00:00:00.000,Lucas Oliveira,PR,5,boleto,1,-24.89,-51.55
8327,Pandeiro,instrumentos musicais,59.37,0,2020-10-27T00:00:00.000,Juliana Costa,RJ,5,boleto,1,-22.25,-42.66
8328,Celular ABXY,eletronicos,919.52,49.4927782378,2020-10-27T00:00:00.000,Isabella Pereira,RS,4,cartao_credito,3,-30.17,-53.5
8329,Corda de pular,esporte e lazer,14.47,5.2505226802,2020-10-27T00:00:00.000,Lucas Oliveira,PR,5,cartao_debito,1,-24.89,-51.55
8330,Cama king,moveis,1280.14,65.7480428885,2020-10-27T00:00:00.000,Felipe Santos,SC,5,cartao_credito,5,-27.45,-50.95
8331,Fone de ouvido,eletronicos,56.09,3.2697496674,2021-10-27T00:00:00.000,Mariana Ferreira,AL,5,cartao_credito,10,-9.62,-36.82
8332,Modelagem preditiva,livros,70.14,4.0235208028,2021-10-27T00:00:00.000,Juliana Costa,RJ,5,cartao_credito,4,-22.25,-42.66
8333,Pandeiro,instrumentos musicais,58.01,3.6199625076,2021-10-27T00:00:00.000,Larissa Alves,MG,5,cartao_credito,3,-18.1,-44.38
8334,Cubo mágico 8x8,brinquedos,17.35,0,2021-10-27T00:00:00.000,Bruno Rodrigues,PR,3,cartao_credito,2,-24.89,-51.55
8335,Guitarra,instrumentos musicais,1234.38,66.0101473954,2021-10-27T00:00:00.000,Thiago Silva,SC,3,cartao_credito,10,-27.45,-50.95
8336,Celular Plus X42,eletronicos,2236.47,119.6164038205,2021-10-27T00:00:00.000,Juliana Costa,SP,1,cartao_debito,1,-22.19,-48.79
8337,Bateria,instrumentos musicais,848.58,42.7687711952,2021-10-27T00:00:00.000,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
8338,Copo térmico,esporte e lazer,30.17,0,2021-10-27T00:00:00.000,Bruno Rodrigues,SP,3,cupom,1,-22.19,-48.79
8339,Headset,eletronicos,69.38,4.3812884275,2022-10-27T00:00:00.000,Beatriz Moraes,SC,5,boleto,1,-27.45,-50.95
8340,Tablet ABXY,eletronicos,1538.12,82.4313672392,2022-10-27T00:00:00.000,Felipe Santos,RJ,4,cartao_credito,4,-22.25,-42.66
8341,Bola de basquete,esporte e lazer,56.18,9.2333513745,2022-10-27T00:00:00.000,Lucas Oliveira,DF,5,cartao_credito,2,-15.83,-47.86
8342,Modelagem preditiva,livros,81.35,1.9160818327,2022-10-27T00:00:00.000,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
8343,Guitarra,instrumentos musicais,890.74,53.8088396597,2022-10-27T00:00:00.000,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
8344,Celular ABXY,eletronicos,1650.83,85.4861702033,2022-10-27T00:00:00.000,Felipe Santos,PR,3,cupom,1,-24.89,-51.55
8345,Assistente virtual,eletronicos,161.42,6.1795684499,2022-10-27T00:00:00.000,João Souza,SP,1,cartao_credito,3,-22.19,-48.79
8346,Pandeiro,instrumentos musicais,53.05,0,2022-10-27T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
8347,Iniciando em programação,livros,52.05,5.9353222354,2022-10-27T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
8348,Fogão,eletrodomesticos,552.53,30.3089754417,2020-11-27T00:00:00.000,Larissa Alves,RJ,1,cartao_credito,4,-22.25,-42.66
8349,Dinossauro Rex,brinquedos,24.64,0,2020-11-27T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
8350,Carrinho controle remoto,brinquedos,102.41,6.1400365599,2020-11-27T00:00:00.000,Felipe Santos,RJ,5,cartao_credito,2,-22.25,-42.66
8351,Bateria,instrumentos musicais,774.32,41.5133364416,2020-11-27T00:00:00.000,Pedro Gomes,BA,5,cartao_credito,4,-13.29,-41.71
8352,Corda de pular,esporte e lazer,17.89,0,2020-11-27T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
8353,Fogão,eletrodomesticos,895.66,48.5796156681,2020-11-27T00:00:00.000,Bianca Santos,GO,5,cartao_debito,1,-15.98,-49.86
8354,Assistente virtual,eletronicos,157.7,5.9814896411,2020-11-27T00:00:00.000,Mariana Ferreira,PR,5,cartao_credito,1,-24.89,-51.55
8355,Ciência de dados com python,livros,59,0,2020-11-27T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
8356,Fogão,eletrodomesticos,534.02,36.2369680699,2020-11-27T00:00:00.000,Mariana Ferreira,SP,1,boleto,1,-22.19,-48.79
8357,Cubo mágico 8x8,brinquedos,14.83,0,2021-11-27T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
8358,Smartwatch,eletronicos,214.73,9.0181655719,2021-11-27T00:00:00.000,Bruno Rodrigues,SP,1,cartao_credito,5,-22.19,-48.79
8359,TV Led UHD 4K,eletronicos,2935.86,153.9101518143,2021-11-27T00:00:00.000,Beatriz Moraes,ES,4,cartao_credito,1,-19.19,-40.34
8360,Blocos de montar,brinquedos,44.69,0,2021-11-27T00:00:00.000,João Souza,ES,1,cartao_credito,1,-19.19,-40.34
8361,Jogo de copos,utilidades domesticas,32.6,0,2021-11-27T00:00:00.000,Pedro Gomes,RS,5,cartao_credito,1,-30.17,-53.5
8362,Boneca bebê,brinquedos,60.04,0,2022-11-27T00:00:00.000,Rafael Costa,SP,1,cartao_credito,5,-22.19,-48.79
8363,Smart TV,eletronicos,2211.99,118.4688250917,2022-11-27T00:00:00.000,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
8364,Pandeiro,instrumentos musicais,125.87,4.2866378986,2022-11-27T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
8365,Secadora de roupas,eletrodomesticos,1837.72,98.3841659215,2022-11-27T00:00:00.000,Isabella Pereira,PR,5,cartao_debito,1,-24.89,-51.55
8366,Tablet ABXY,eletronicos,2407.95,136.2937413076,2020-12-27T00:00:00.000,João Souza,ES,3,boleto,1,-19.19,-40.34
8367,Smartwatch,eletronicos,299.43,13.5281857601,2020-12-27T00:00:00.000,Larissa Alves,SC,5,boleto,1,-27.45,-50.95
8368,Fone de ouvido,eletronicos,103.91,5.8160208055,2020-12-27T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
8369,Ciência de dados com python,livros,54.57,0,2020-12-27T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,6,-22.19,-48.79
8370,Boneca bebê,brinquedos,61.37,0,2020-12-27T00:00:00.000,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
8371,Mesa de jantar,moveis,247.47,10.7614720767,2020-12-27T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
8372,Jogo de copos,utilidades domesticas,54.95,3.8143373632,2020-12-27T00:00:00.000,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
8373,Mesa de jantar,moveis,452.56,21.6818975832,2020-12-27T00:00:00.000,Felipe Santos,SP,5,cartao_debito,1,-22.19,-48.79
8374,Secadora de roupas,eletrodomesticos,1404.94,75.3399328984,2020-12-27T00:00:00.000,Thiago Silva,SP,5,cartao_credito,10,-22.19,-48.79
8375,Panela de pressão,utilidades domesticas,120.16,6.9292630353,2020-12-27T00:00:00.000,Thiago Silva,RJ,4,cartao_credito,2,-22.25,-42.66
8376,Bateria,instrumentos musicais,859.48,46.2909893267,2020-12-27T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
8377,Secadora de roupas,eletrodomesticos,1411.05,79.6142062038,2021-12-27T00:00:00.000,Bianca Santos,MG,2,cupom,1,-18.1,-44.38
8378,Lava louças,eletrodomesticos,1577.12,93.0712817513,2021-12-27T00:00:00.000,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
8379,Mochila,esporte e lazer,118.31,7.1880667507,2021-12-27T00:00:00.000,Bruno Rodrigues,RN,5,cartao_credito,4,-5.81,-36.59
8380,Lavadora de roupas,eletrodomesticos,1634.05,87.2913725267,2021-12-27T00:00:00.000,Thiago Silva,PR,4,cartao_credito,5,-24.89,-51.55
8381,Copo térmico,esporte e lazer,36.39,2.2207839329,2021-12-27T00:00:00.000,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
8382,Lava louças,eletrodomesticos,1414.54,72.904438559,2021-12-27T00:00:00.000,Felipe Santos,RS,5,cartao_credito,5,-30.17,-53.5
8383,Celular ABXY,eletronicos,1486.72,76.7478064124,2021-12-27T00:00:00.000,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
8384,Pandeiro,instrumentos musicais,121.34,6.9920944854,2021-12-27T00:00:00.000,Juliana Costa,RJ,5,cartao_credito,4,-22.25,-42.66
8385,Smartwatch,eletronicos,290.65,16.0073426326,2021-12-27T00:00:00.000,Thiago Silva,SP,1,cartao_credito,1,-22.19,-48.79
8386,Copo térmico,esporte e lazer,45.16,0,2021-12-27T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,4,-22.19,-48.79
8387,Lava louças,eletrodomesticos,1344.01,71.8532659876,2021-12-27T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
8388,Corda de pular,esporte e lazer,16.55,1.1643636196,2021-12-27T00:00:00.000,Beatriz Moraes,RO,5,boleto,1,-10.83,-63.34
8389,Modelagem preditiva,livros,83.1,7.5886413244,2021-12-27T00:00:00.000,Larissa Alves,SP,4,cupom,1,-22.19,-48.79
8390,Boneca bebê,brinquedos,73.88,7.0977040619,2021-12-27T00:00:00.000,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
8391,Mochila,esporte e lazer,132.06,7.9716455424,2022-12-27T00:00:00.000,Isabella Pereira,GO,4,boleto,1,-15.98,-49.86
8392,Jogo de tabuleiro,brinquedos,220.86,19.5621401816,2022-12-27T00:00:00.000,Bruno Rodrigues,ES,4,cartao_credito,3,-19.19,-40.34
8393,Cômoda,moveis,332.84,18.253833208,2022-12-27T00:00:00.000,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
8394,TV Led UHD 4K,eletronicos,2196.8,114.5574302051,2022-12-27T00:00:00.000,Beatriz Moraes,MG,4,cartao_credito,10,-18.1,-44.38
8395,Panela de pressão,utilidades domesticas,121.12,9.6130919449,2022-12-27T00:00:00.000,Camila Ribeiro,MG,5,cartao_credito,5,-18.1,-44.38
8396,Dinossauro Rex,brinquedos,22.58,0,2022-12-27T00:00:00.000,Bianca Santos,SP,2,cartao_credito,1,-22.19,-48.79
8397,Ciência de dados com python,livros,59.38,4.1016541931,2022-12-27T00:00:00.000,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
8398,Carrinho controle remoto,brinquedos,84.76,2.0976540741,2020-01-28T00:00:00.000,Lucas Oliveira,SE,1,cartao_credito,2,-10.57,-37.45
8399,Blocos de montar,brinquedos,57.06,4.437388687,2020-01-28T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
8400,Dashboards com Power BI,livros,39.22,0,2020-01-28T00:00:00.000,Lucas Oliveira,ES,5,cartao_credito,6,-19.19,-40.34
8401,Violão,instrumentos musicais,424,20.1611635032,2020-01-28T00:00:00.000,Juliana Costa,SC,5,cartao_credito,10,-27.45,-50.95
8402,Faqueiro,utilidades domesticas,69.33,1.2760529938,2020-01-28T00:00:00.000,Thiago Silva,SP,5,cartao_credito,6,-22.19,-48.79
8403,Smart TV,eletronicos,2132.85,111.1522850926,2020-01-28T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,5,-22.19,-48.79
8404,Faqueiro,utilidades domesticas,56.58,0,2020-01-28T00:00:00.000,Thiago Silva,MT,1,cartao_credito,3,-12.64,-55.42
8405,Boneca bebê,brinquedos,64.03,3.6925307806,2020-01-28T00:00:00.000,João Souza,SP,4,cartao_credito,4,-22.19,-48.79
8406,Copo térmico,esporte e lazer,31.8,2.2243588579,2020-01-28T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
8407,Sofá retrátil,moveis,906.43,48.5477965014,2020-01-28T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
8408,TV Led UHD 4K,eletronicos,2858.79,152.7530716307,2020-01-28T00:00:00.000,Isabella Pereira,MG,5,cartao_credito,1,-18.1,-44.38
8409,Panela de pressão,utilidades domesticas,103.62,3.1018923356,2020-01-28T00:00:00.000,Bruno Rodrigues,RJ,5,cupom,1,-22.25,-42.66
8410,Blocos de montar,brinquedos,49.64,0,2021-01-28T00:00:00.000,Rafael Costa,SE,5,cartao_credito,6,-10.57,-37.45
8411,Dinossauro Rex,brinquedos,21.94,0,2021-01-28T00:00:00.000,Thiago Silva,SC,4,cartao_credito,5,-27.45,-50.95
8412,Bola de basquete,esporte e lazer,60.08,9.4410146417,2021-01-28T00:00:00.000,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
8413,Bateria,instrumentos musicais,709.6,38.3151697619,2021-01-28T00:00:00.000,Thiago Silva,MG,4,cartao_credito,3,-18.1,-44.38
8414,Dashboards com Power BI,livros,46.61,8.7237776649,2021-01-28T00:00:00.000,Felipe Santos,RJ,4,cartao_credito,1,-22.25,-42.66
8415,Iniciando em programação,livros,70.34,4.0285192976,2021-01-28T00:00:00.000,Mariana Ferreira,PI,1,cartao_debito,1,-6.6,-42.28
8416,Panela de pressão,utilidades domesticas,113.11,6.5538717446,2021-01-28T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
8417,TV Led UHD 4K,eletronicos,3056.57,163.0419339157,2021-01-28T00:00:00.000,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
8418,Mochila,esporte e lazer,149.63,8.4984518777,2021-01-28T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,5,-22.19,-48.79
8419,Modelagem preditiva,livros,105.58,5.9049432815,2021-01-28T00:00:00.000,Bruno Rodrigues,DF,5,cartao_credito,3,-15.83,-47.86
8420,Smart TV,eletronicos,1572.68,81.3249178101,2021-01-28T00:00:00.000,Larissa Alves,RJ,3,boleto,1,-22.25,-42.66
8421,Xadrez de madeira,brinquedos,40.25,2.4263173205,2022-01-28T00:00:00.000,Larissa Alves,SP,1,cartao_credito,2,-22.19,-48.79
8422,Bicicleta,esporte e lazer,852.89,45.6969525713,2022-01-28T00:00:00.000,Isabella Pereira,PR,5,boleto,1,-24.89,-51.55
8423,Mesa de jantar,moveis,288.13,15.6308325008,2022-01-28T00:00:00.000,João Souza,MG,5,cartao_debito,1,-18.1,-44.38
8424,Geladeira,eletrodomesticos,2153.74,112.264614747,2023-01-28T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
8425,Fogão,eletrodomesticos,834.31,44.7132743709,2023-01-28T00:00:00.000,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
8426,Ciência de dados com python,livros,95.68,2.6791112223,2023-01-28T00:00:00.000,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
8427,Violão,instrumentos musicais,430.28,20.4955546104,2023-01-28T00:00:00.000,João Souza,SP,5,cartao_credito,3,-22.19,-48.79
8428,Fogão,eletrodomesticos,638.18,35.3802804435,2023-01-28T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
8429,Mochila,esporte e lazer,139.74,5.0251736721,2023-01-28T00:00:00.000,Larissa Alves,MG,5,boleto,1,-18.1,-44.38
8430,Bola de vôlei,esporte e lazer,73.64,4.4473734507,2023-01-28T00:00:00.000,Rafael Costa,PB,5,boleto,1,-7.28,-36.72
8431,Pandeiro,instrumentos musicais,96.16,6.0086458869,2020-02-28T00:00:00.000,João Souza,AL,5,cartao_credito,8,-9.62,-36.82
8432,Bateria,instrumentos musicais,950.3,51.1317206391,2020-02-28T00:00:00.000,Mariana Ferreira,PE,5,cartao_credito,10,-8.38,-37.86
8433,Micro-ondas,eletrodomesticos,414.74,19.668096361,2020-02-28T00:00:00.000,João Souza,RJ,2,cartao_credito,1,-22.25,-42.66
8434,Geladeira,eletrodomesticos,2200.53,114.7560414838,2020-02-28T00:00:00.000,Larissa Alves,RJ,5,cartao_credito,3,-22.25,-42.66
8435,Cadeira de escritório,moveis,359.62,16.7331221843,2020-02-28T00:00:00.000,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
8436,Fone de ouvido,eletronicos,140.34,7.7614596128,2020-02-28T00:00:00.000,Bianca Santos,RJ,3,cartao_credito,2,-22.25,-42.66
8437,Violão,instrumentos musicais,509.9,28.0390561899,2020-02-28T00:00:00.000,Pedro Gomes,BA,4,cartao_credito,3,-13.29,-41.71
8438,Assistente virtual,eletronicos,178.49,10.0351600552,2020-02-28T00:00:00.000,Larissa Alves,MG,3,cartao_credito,8,-18.1,-44.38
8439,Sofá retrátil,moveis,930.8,49.8454256866,2020-02-28T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
8440,Jogo de copos,utilidades domesticas,34.59,2.124939348,2020-02-28T00:00:00.000,Thiago Silva,RJ,5,cartao_credito,7,-22.25,-42.66
8441,Lava louças,eletrodomesticos,1496.89,79.9880151593,2020-02-28T00:00:00.000,João Souza,SP,3,cartao_credito,2,-22.19,-48.79
8442,TV Led UHD 4K,eletronicos,2849.1,152.594418932,2021-02-28T00:00:00.000,João Souza,PE,4,cartao_credito,2,-8.38,-37.86
8443,Mesa de centro,moveis,172.97,6.7945712028,2021-02-28T00:00:00.000,Larissa Alves,PE,5,cartao_credito,3,-8.38,-37.86
8444,Cubo mágico 8x8,brinquedos,28.86,0,2021-02-28T00:00:00.000,Thiago Silva,SP,3,boleto,1,-22.19,-48.79
8445,Guarda roupas,moveis,632.17,31.2455897438,2021-02-28T00:00:00.000,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
8446,Sofá retrátil,moveis,970.75,49.2739561585,2021-02-28T00:00:00.000,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
8447,Secadora de roupas,eletrodomesticos,906.63,45.8597590573,2021-02-28T00:00:00.000,Beatriz Moraes,RJ,1,cartao_credito,5,-22.25,-42.66
8448,Bateria,instrumentos musicais,1312.67,70.8355762909,2022-02-28T00:00:00.000,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
8449,Copo térmico,esporte e lazer,83.05,4.9532671772,2022-02-28T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,7,-22.19,-48.79
8450,Iniciando em programação,livros,45.87,3.3308546795,2022-02-28T00:00:00.000,Beatriz Moraes,SP,4,cartao_credito,2,-22.19,-48.79
8451,Pandeiro,instrumentos musicais,123.94,4.1838712048,2022-02-28T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
8452,Tablet ABXY,eletronicos,999.09,50.7829759003,2022-02-28T00:00:00.000,Beatriz Moraes,PE,5,cartao_credito,6,-8.38,-37.86
8453,Guarda roupas,moveis,645.85,35.2779846975,2022-02-28T00:00:00.000,Pedro Gomes,RJ,4,cartao_credito,1,-22.25,-42.66
8454,Guarda roupas,moveis,665.21,35.9515358049,2023-02-28T00:00:00.000,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
8455,Corda de pular,esporte e lazer,10.53,0,2023-02-28T00:00:00.000,Rafael Costa,SP,2,cartao_credito,3,-22.19,-48.79
8456,Corda de pular,esporte e lazer,17.07,0,2023-02-28T00:00:00.000,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
8457,Mesa de centro,moveis,256.87,11.2619937977,2023-02-28T00:00:00.000,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
8458,Blocos de montar,brinquedos,39.62,0,2020-03-28T00:00:00.000,Pedro Gomes,RJ,5,cartao_credito,7,-22.25,-42.66
8459,Blocos de montar,brinquedos,32.28,7.9607482754,2020-03-28T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
